sentiment,id,user,text
Positive,2052588998,kreesa_,@JennSarinana aww...that cute. You made me happy cuz he makes me happy  ok goodnight see you tomorrow..
Negative,1971817533,MULYP,#myweakness ice cream 
Negative,2060456839,xxElleBellexx,@theDebbyRyan Omg! what are the Essays for? English or somthing?   ... x
Negative,2195542508,missjoyy,All my best friends live so far away 
Positive,1563637415,Amileegrant,@aarong405 it's shit and rainy and cold. Sucks hard!! 
Negative,2057345339,xcaroline,@vickyfoshizzle OMG i'm so jealous 
Positive,2045269732,nptnmkiii,I just got an upgrade at work  
Negative,2250241365,Cathieww,All day School Governors induction meeting today  Can feel a migraine coming on already!
Negative,2060228592,thenaturenurd,Well its program time but i dont think anyone is gonna show up 
Negative,2187177442,WomanFace,I have the feeling tonight shall be no fun. 
Positive,2015340434,marilynkj,good morning!  it's coffee time - woohoo!  
Negative,2255066523,Sherbear2313,My puppy got two shots today and he is sooooo sad right now  I feel bad for the little man...
Negative,1984657587,cheshster,"@ashedryden doh, sorry I didn't get your message before I turned phone updates off. I probably would not have had time anyway "
Negative,1553488721,KaRmA118,It'S OnLy A MaTTeR Of TiMe 4 My GpA N I GoTTa Do ThIs All OvEr AgAin  
Positive,2063341327,LucyDuffield,Is going to Middlesbrough Music Live today to see @fthc and I couldn't be more excited! Have a great day Tweeters! 
Positive,2190689835,YatPundit,@HellcatBetty but pacman was so much fun 
Positive,1557859085,twilightfairy,@codelust maybe one of these days if u continue visiting sohna road!  i am in uppal southend
Positive,1971245388,joeped,@mntmoses I'm in buddy...we need to hang 
Negative,1972042420,siskack,"@andreamylla i hope so, but will there be any adequate transportation like now? I doubt it  this one's been fun, though! ^.^"
Positive,1469983144,BabyGurl83,I kind of wish I had company last night. I would of woke up this morning 2 a nice man wit a nice ass body. He he he 
Positive,1956685706,JaymesTerence,"All Right kids...headed to bed..God's peace, anointing and blessings i pray for you all..goodnite "
Positive,1468191611,MassageChic5219,"I stupidly put my teddy bear that my grandparents gave me when I was 2 into storage when the house forclosed, dad rescued the bear 2day! "
Positive,1835837044,KristenCromer,@hybridkris Hey congrats papa!!! so excited to hear ur news 
Negative,1972025311,lilymalcolm,need to find an appropriate promo photo to submit to this audition... don't wanna take more pics 
Negative,2227439728,jessstickles,not feeling exactly great today 
Positive,1770654781,leoh1llary,Picked up some @simpleshoes on last US trip. Love them 
Positive,1975567135,GdwnsnHo,just back after a day of geeking it up 
Positive,1961506486,ochayanku,that's my fave song 
Positive,2001278765,Balthamus,Breaking travel news: Cows on the road 
Negative,2176645380,gelzie,sagt so much for being a pasaway... now I'm suffering the consequences... huhu..  http://plurk.com/p/112hmg
Negative,2203944256,oldskoolcharm,@Violet112 Eww he has really bad taste! I don't wanna study too!! 
Negative,2006897954,grumpygrandma,laptop has just died 
Positive,1979503358,jornjansen,"@AncillaTilia awwww, they're so small... cute! Happy B'day to them "
Negative,1825260716,ladybabybug,Just found out that glue is made from cows and horses. 
Negative,2216985225,gimevalenzuela,"i am goin to sleep,tomorrow to boring school "
Negative,2001996001,Winniex,@raquelramosx twit pic aint working 
Negative,2048104944,StephanieMxx,Its dificult avoidin crap on the tele. so im goin to bed. unhappy friday  x
Negative,2010607783,tateoi,"santa claus is coming to town (8) oh, I want christmas so much  the better time of the year *-* (?)"
Negative,2069281117,valentinax3,"iamjonathancook, come back to ny soon "
Negative,2177387971,ZURANN,"Butt is sore!  6hrs straight of amaths + chem. Ahh, satisfaction!"
Negative,2295549866,London_Bridget,"@yayaAngela Angela, I feel your pain. And she's not even REALLY gone yet "
Positive,1794826431,maneneth,im studying this twitter 
Negative,2244538049,xoxonikki,"Is extremely pissed with some people. I also need to go on a jog today, but I don't wanna go outside.  "
Negative,2068679465,mshers,"summer is fun, but my life ends tomorrow.  Physics at 8 am  "
Positive,2001309638,JoannaAngel,@EnvyAmor BIATCH its $20. You're a $20 hooker.... not a $10 one. Its a BIG DIFFERENCE 
Negative,1827833296,DonnaVo,@2uisKey bc I got finals 2 study for 
Negative,2263109846,cl0wnzee,"@GerdaDuring sorry, internet wasn't working for a long time. happens here pretty often  ... how are you?"
Positive,1881451425,Cubsrule23,Good morning Safettes!!  Thank the Lord it is Friday!!  I can't wait to get my eyes on an issue of SOD and see Sami and her man Rafe!!  
Negative,1695796070,Romina_L,"@davidaustin The cups suck too! If they weren't so thin, they wouldn't have to double cup all the time "
Positive,2052050394,WParenthetical,"@mimbles  I feel extraspecial, then ;-) No, I'm just happy to not be the only one on the page!!"
Positive,1969154512,maysunshinnne,Worked my magic on Ruben's hair  and convinced James to faux hawk and not cut it for prom. Mission accomplished.
Positive,1985987834,LLHorNOTHING,spending the day downloading music 
Negative,2265758826,rand21althor,What?  No Cyanide &amp; Happiness today?  
Positive,1753870648,aayushsoni,"@red_hawt So, how's the fitness regime coming along hehehehe "
Positive,1976303805,SimonWatson29,Testing twhirl 
Positive,1835972659,taxicabbbb,found out twitter works at school! 
Negative,1796169850,FuchsiaStiletto,@mrmidasonline lol &gt; is a maths formula ting meaning more than so twitter&gt;facebook means Twit is better. Sorry 
Positive,1984568565,jnb987,"@pslovelaine Haha, if you are in town and need an escape, I'd love to grab lunch with you or something to catch up. "
Negative,2067998685,icysun23,"@Mandix Since yesterday, my internet broke.. it just got fixed.. and now my site is all blank "
Positive,2180872756,tweeteradder3,@adg_clothing Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
Negative,2054735775,iheartnynuk,"@Liverpool_Tx more like welcome to Filthadelphia! and wait til you get to NYC, everything costs even more "
Negative,1770678341,arm_candy,@arm_candy: @tweet_genius my TG won't update at all after a battery pull and all. I even redownloaded it and nada  @boygenius
Negative,1995168026,iDewar,thats it for the gadget show for a few months 
Positive,1979606005,iiiccchhhaaa,"inet slang of the day, URS --&gt; You Really Suck "
Negative,1970199015,ankertw,Went to all that effort to get a cheap ticket and now will probably have to pay to change the ticket 
Positive,2061164906,80smusicthebest,"@RetroRewind Hi mate, in Australia, its Jenniffer's birthday. I would love it if you could wish her a happy birthday on air on my behalf "
Positive,2055369184,GemKelly,"Oh ashley cole, hes a fuckin arsehole! "
Positive,2059347153,kenistyles,@damianjennings Yes bruvaa! How long you gonna be skivvin out there mate? Are you w/ that deviant bastard Trash too? I'm dropping in fri! 
Positive,2063786430,Newy_ShortStack,@TheNewBradie hellothere 
Positive,2069341874,pamdavis9,"I think there should be a National Hug Day.  Or, does it already exist and I just don't know it?!?  "
Positive,1978480107,robertpyke,"Upgraded my eeepc to Ubuntu 9.04. I had some WPA issues, but I have found a work-around. Other than the WPA issue, the upgrade is good "
Negative,1978200160,jaceem,@burtonsimmons and i missed it  do I get an encore when you get home?
Positive,2063082159,lazoug,@iveeanne im just really tired ! I don't have a headacke or anythg so everythg is good! I had some fun last night! 
Negative,2181423658,karmenWONGG,i think i miss going to schoooooooooooooooool 
Positive,2011844794,hezz3121,"Not long before I go to work, just having my last twitter for the day  Have a good one"
Negative,1978932225,BenjaminStrick,@Nana_Mex Maybe i could do a &quot;Twitter takes over Carnarvon&quot; article. But we are the only two that use it so it's not really widespread 
Negative,1984624778,SaraHuard,Not feeling well 
Positive,1980843312,localshops1com,"yeah, she's great! cooks, too. if only she also mopped floors ...     @DonMedia"
Positive,1966894970,rusty_rebel,chillin with chase  roselyn yard sale tomorrow
Positive,1553801797,Honesty666,"@rockchick_30 Not bad at all ta!  Just recovering from Dublin, listening to music and having a couple of glasses of wine. You? xx"
Negative,2285265102,elinavernay,is start to work and she is very tired... 
Positive,2186976300,chibadgirl,@GLTHEGREAT  u got jokes ..miss ur face already 
Negative,1978712177,dneighbors,losing 2hrs * 3 to damn ngnix issues.. rails deployment still sucks ass... 
Negative,2186913448,karijones,ugh why is it so hard to find the artwork from matchbook romance's album voices online? i just want a picture of the bunny 
Positive,2182125426,Plankton76,@Bat_For_Lashes YOU WERE SO AWESOME IN SF!  THANK YOU FOR A GREAT SHOW! 
Negative,2068269072,Galeypoo,I CANT FIND GIZZY!!!!! I'm going to cry 
Negative,1791742527,ShinsPearl,Changing my billing addresses for everything....SO annoying 
Negative,2242083124,xsneedbly,"I want to go back to Nashville so so bad, but I'm stuck going to the beach this summer  nashville next year thou,&lt;3"
Positive,2066446284,krunkee,"@iluvahipokeinhi I did, it say's what up! "
Positive,1976013390,haleighfaceee,with sam and sheyenne at pizza patron 
Positive,1969874777,jesssicababesss,aww jasminee they said yourr namee  @jasminelovesxo
Positive,1973844437,CameronKilgore,"Done painting for nowww, "
Positive,2008429424,bews,@veemonster you name 1 bad thing that's ever happened there  mwahahaha
Positive,2188524920,Stephie_Queen,@MrFiliG I'm The H.B.I.C Now That Stands For Head Bitch In ChaRge LoL!! 
Positive,1979624545,Kitagehxo,"Had a nice refreshing shower  and has put sunscreen on, ready to go out.. waiting for a lift there :/ gahh xo bye "
Negative,2230158836,ShayyyG,@kimmifatale thank you  5 weeks omggg my heart melts a little for every puppy I see. Never fails
Positive,1985967007,PlzDontTellHer,@AdrianneHeik Thanks for following 
Negative,1976434686,wiresandwaves,@blackheartbit  that sucks boo
Negative,1975371859,samchambz,@patkstereos i wish i could hear it  lucky i have the song blasting on my computer and im killing my ears so all good?
Positive,2063778973,richschmidt,@saan1911 Wow... And I thought *I* had stayed up late last night!  
Positive,1467844198,Lavanyaj,"@procoder hmmm, sure sure  so what r u upto ? hows the day for u?"
Negative,1827703292,wendyisastar,@jadiecakes I want to go to Target too! They need them in Canada. My closest one is probably in Buffalo...almost 3 hrs away. 
Negative,2327092830,rova7196,have to go to the doctor now - ughhh. Its annual check up time! lovely 
Negative,2069353855,ezekiel78,@themisscazshow Key Skills is DEADLY! hahah! 
Negative,2055576749,boizo,"hmmmm take a shovel and cave deeper inside my heart, leave that space empty, as always "
Negative,2005593265,toodamnninja,Forget 'cat on a hot tin roof'... ninja in a hot tin box on wheels. 
Positive,1880851420,lindenitzan,@NimrodA Thank you. 
Positive,1933124299,ceedotkay,i miss @taki2. that is all. 
Negative,1960607942,AshMac1990,@miztrouble89 love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx
Positive,1825394042,y2kprawn,@shortword Im waiting for work to splash on a new handset for me given where i work and all 
Negative,2204924784,Bruno108,@alaksir I checked and it says 10days  did u buy it?
Positive,1977018362,whoabrittany,What...a day. 
Negative,2068020839,jamieperry_,once again history is causing me to be in school again - while no one else is! 
Negative,1997383915,Hyper8,@orangy68 wish it wld just cool down in the evenings though.....at least we'd be able to sleep 
Negative,2260800219,andrewgaga,@Taylors_tweets i won't be!   
Negative,1957558459,eleventhvolume,@disquiet Business or pleasure? Will keep my eye out for anything. You're just missing a Moondog concert tomorrow night 
Negative,2327984726,kalimazoo92,is at the pool. last day 
Negative,2299754640,TyWhitney,Just got back from the Doctor. Looks like a have arthritis in my back 
Positive,2059983143,Omgzness,@jakerockland Haha! Dat sounds funn!  an uh yah. Lol. Yew don't no him. He lives in phx. :/
Negative,1975353084,daveycraney,PSP Go confirmed http://bit.ly/Px2ne  Son....I Am dissapoint  Awful hardware design
Negative,1991213387,cimcimeylvi,im sitting here and wait that the sun shines 
Negative,2323341643,Fanny_Ingabout,"@HellenBach Nooooo, I missed it   IPlayer here I come - again!)"
Negative,1687369425,akapsop,Crap! Vacation is over.   On my way back to kinda sunny Chicago. Cubs play today. We need a win after last nights depressing Bulls game.
Negative,2228970780,DeathBats,loves hollywood undead why cant they come back to the uk and bring tlo? 
Positive,1932803056,ctrymaus,@KenyB Routine can be very comforting at times. 
Positive,1983050339,shanajaca,@jeannicole Just put some slices on the burns it manly exist out of water so yeah it really does help to lighten the discomfort  XX
Positive,2031130316,_Esme,BB tonight 
Positive,1976941444,licksharder,@SinnamonLove http://twitpic.com/6b3hk - nice detail on the dress.. is that a lottery ticket in her hand? 
Negative,2215699128,Siouxsinner,@lil126stephy until I get the house 
Negative,2062697773,niariley,@musikhoodtheory 
Positive,2014189779,MiguelLupi,Creating a offer tracker request 
Positive,2177165153,littledarkangel,Wee the train is here. But it has to wait for another train.  Weird system but hey it works... Must of the time! 
Negative,1966053688,ashleybird21,Wake Up..... Please. 
Positive,1989034251,JonasLover_01,@emmmaaxo haha. yeh i saw that.. i screamed at the ending when i saw jacob loll i cant wait for the movie!! 
Negative,2055718228,quietriot1212,why is the last day it's now all sunny?!   i feel cheated
Positive,1977866945,veronicamitrano,Don't even know what to say. A walk would help...a little. Dee I'll stop by your house 
Positive,1573329753,Tins_Ohh,About to shower...omgsh only 3 more weeks left of my college freshman year 
Negative,1827123438,GreenWolfPro,I cant bowl to save my life. The balls are heavy and the pins are to far away 
Negative,1973833839,ohshootingstar,@likethissong se fuder entï¿½o 
Negative,1684843156,MFLOWERS1965,"@TrishaTECA It was ok, I did enjoy it though, but my mind was on Simon.  But I enjoyed myself. "
Negative,1678846561,KistyAlcippe,"I am up, and getting ready for another fun filled day at work YAY "
Positive,1686853505,EllenHancock,Getting ready to head to SF - Shooting with Jenna Hunt today! Woohoo!! 
Positive,1995956634,lerouge,@leumund  Tolle Idee
Negative,2231317518,darndalena,OMG.... Robert Pattinson's &quot;abs&quot; are fake 
Positive,2061151187,Gnomey666,Is making corn on the cob! YUM 
Positive,2057746905,shellylovespink,all of my followers are awsomee 
Positive,2062877879,moonstone23,@Nikketti you seriously make me smile... 
Negative,2013028707,jaysyca,Just got home hanging out with my friends ...tomorrow is the last day aww 
Positive,1558450980,fadithoughtpick,@SidVision for me it is more of building a community who share the same interest about social media 
Negative,2180044763,leftest,note to self~ grrr good grief women mustard up down inside cuz ur room omg needs to be clean  ..some ..just a lil..lol..
Positive,2002006009,Levinaa_x,"this is my new bf, pls dont diss thanks  http://yfrog.com/4b3zxj"
Negative,2003980385,annebianca,"FINALLY! MY BACKGROUND WORKED. SADLY, I HAD TO CHANGE MY L WORD BACKGROUND TO THE SIMPSONS CAUSE ALL MY L WORD BGs ARE NON EFFECTIVE. "
Negative,1835133262,mylifeinlondon,Sooo tired and have so much to do. 
Positive,1998455215,apple_atlb,School is almost over! This school year was kickass  I met him&lt;3 I love you guys.
Negative,2065140378,jellyAIKAbean,"@jamiemcreject Ooohh  .. Prayers still, will help your grandma."
Positive,2052898758,funkeegirl,"Looking forward to hosting Acoustic PM on Soundart Radio this afty, Papa Fernando will be playing live in the studio! Yay! "
Positive,2014752146,OhSoCali,@Heynewgirl goodnight! 
Positive,1694035250,BassJunkie,@eltonmcmanus  &amp; to you matey 
Positive,2191948520,foooofy,is waiting for joe to finish work so we can go to th gym 
Positive,2013718617,aristocat123,@ZaTaylor I respect that....Liked the other better but it's not about me. As long as you're happy that's what matters. 
Negative,2246879653,nigeeeereyes,Feeling better but missed review class. 
Positive,1990951224,aviliaaxoxo,@sarahismail95 : bandung! yea it's cold !! freezing!! but i love tha' place. many strawberries that you can buy 
Negative,1883049012,Matt_QSD,finished new resume and b-card.  working the whole weekend 
Negative,2200144132,MrMikeAnthony,I'm not this bad.  Really! Can I get a lifeline of some sort here.  
Negative,2213954495,jelzygirl,"statistics is awesome... NOT! tomorrow it's allll over, it's crunch time!! i havent seen my best friend in 3 weeks cuz of this i miss her "
Positive,2177298755,kuyerjudd,"@PrincessSonshu Thankies! I enjoyed ur Happy Father's Day acrostic, btw. "
Positive,2190068981,renpackers385,going to work.  The countdown begins.  
Negative,1932389494,shadiko,Owch. Really Itchy... 
Negative,2057077923,knayam,"ill be leaving for Kasauli tomorrow early morning, around 4-5.  have so many blog post to write."
Positive,1685389098,aracelyyv,"I just saw PS. I love you and I crieddd a lottttt !! really great moviee, it touched my heartt "
Negative,2221752376,Jolene0111,another rainy day in PA...Go figure...no summer yet 
Negative,2321529188,hdtvspace,@hawtxxx  whats your name on stickam? Can't find you anymore... 
Negative,2296591621,zahrah13,i want a new cellphone.but to bad i can't get it. 
Negative,2199853611,droplynx,"Workin on updating my music and loading up the iphone, gonna be a long day at work tomorrow "
Positive,1750965990,freado,@sburkhead  
Positive,1694457188,swansonjamie,"I am saving for a Ipod Touch, a 1TB external and a RAM upgrade. No more morning coffees "
Negative,2255094649,Havokmon,Pegasus Mail development has ceased 
Positive,2184715836,Surmeet,@Amna_05 im ready for it bbff.  so my cars at nanas house n i land at 3 on weds so lets hang outtt.  ill fight u den! 
Positive,2050975724,sheryonstone,thanks @Gelsomino  â« http://blip.fm/~7pwzs
Positive,1971371384,putterlover,@joolzp1 i will!! i love that dog!!! 
Positive,1956808534,MRJELLYBEaNZ,@EBBSBABY i got u a couple cups 
Positive,1550708679,ayyooo,HEADiN OUT FOR A DAY WiT THA MOMZ!!  
Negative,1687661824,_x_erica_x_,Two days and still no sleep ffs 
Positive,1962938668,Claire_SnugBaby,"oh, Hubby got me wine - that's that answered then "
Negative,2185844951,Gavsmom1999,"OK , blocked some w/too many tweets and I am truly sorry from the bottom of my heart "
Positive,1999893156,COWBOYJDANOS,@evliving 
Negative,2284406240,maryyy89,"It's like 23:50 here and I have been studying all day... Actually, the worst thing is that I have to continue to do so...  "
Positive,1977184958,espankeh,I'm going to tidy up my room today and perhaps some exercise. 
Negative,2328080108,hollywouldntphl,"@mrPilat, nothing bad. p-nut's just away for a day or two getting his man-bits taken care of  it's soooo quiet here though. no jingles! "
Positive,1989728406,woahitsamy,"@valcatherine: this again?  yay, Little Mabigails! &lt;3"
Negative,1977054361,Squeakette,Bed already. Stupid morning meeting. 
Positive,2058812966,HO_BA,watching #fatafeat 
Negative,1827447082,jacoblovie,@LeoWolfe PS. I was just trying to talk to you on facebook but you ignored me! 
Positive,2039910066,djmallu,@rizwaniqbal happy b'day to u....happy b'day to u...happy b'day to u... chal ab bataa treat kahaan pe hai 
Positive,1985365612,devynburton,http://twitpic.com/6dd5t - At max brenner. Can we say chocolate? 
Positive,1969985031,pressrecordmag,@DazzleMeThis shh haha we missed out! buuut we'll be seeing them in a few weeks 
Positive,2064700871,jillkeen,Going to spoodles  yum
Negative,1881234658,Nattie09,got a massive head ache  !!
Negative,1556109053,luvryan25,i hate when my family gets drunkk 
Negative,2266662265,anissagooch,So mad!  Can't believe I missed the Connells on Friday 
Positive,2051176444,Winchesterlover,http://www.youtube.com/user/TheSexybitchy LOOK AT MY VIDEOS ALL THREE OF THEM! 
Positive,1964480559,LottiMorgan,@mileyfashion I will ask at some other Miley sites 
Positive,2070810174,pleasebeminexo,fly with me - @Jonasbrothers. absolutely amazing 
Negative,1679872370,00jillian,I wish Ryan hadn't scheduled his wedding for the exact same time as the Kentucky Derby! 
Negative,2178620768,aykaclavio,why do i have the feeling that life doesn't want me to leave the Philippines? It's so frustrating! 
Positive,2190183657,JaeDaKid,aaaah True Blood  I love it
Positive,1973313449,nikcz,@ciaobella6 Yes.... I'm just being lazy.. 
Positive,2184602030,Mooblr,hey to my new followers - come over and introduce yourselves 
Positive,2002342190,hellodello,"why the hell is #goodsex a trending topic? this sites becoming dirtier by the day, gracious me, what is the world coming to? "
Positive,1981266157,ChrisDaily7,sugarsync now has support for blackberry as well. it's perfect for busy execs  all files on the go... http://is.gd/KJx4 ad:
Positive,1823713239,Poetryinmotion8,@ashleycauthen you know im still seeing my life in technicolor ii!! 
Positive,1969334562,fllygirl242,ok hello twitterbugs!! currently watching fresh prince....!!! def. an oldie but a GOODIE!!!! 
Positive,1823969408,theycallmeTAP,home from GREEN HYPE...had to make a pit stop for some chicken in da bag...only my bahamian peeps know about that 
Positive,1986977954,FlaviMonzon,catching up 
Positive,2061065428,Shimim39_8,@AFtheAWESOMEone Hi 
Negative,2000617075,Lanakins05,suddenly realized i do not know where my taylor swift love bracelet is and am very sad about it        where oh where could it be....
Positive,2188956108,sashapurse,"@thedailysurvey voting for no boundaries, white horse, and never say never..&amp; requesting for last day of your life (glass pear)..tnx! "
Negative,2211114119,shesz_amaziinq,tired from wrk 
Negative,1693342201,racheellloviin,Just got home Movies w/CP was okay sucks tho the whole time askfjbshs was in my head  I miss him ! but I needa get over him!
Positive,2184438087,TheMrsBone,waitin on the hubbb so we can go fishin'. 
Positive,1678090421,LaunchManager,@Maria_Eugenia no...sorry...not yet...I'm still swamped. It's on my to-do list...and I think I'll get to it this weekend 
Negative,2189390381,corybrunnemann,@jetsetbritt shoulda come see me 
Positive,1971603579,kinleyvegas,getting ready and then going to see spencer!  finally.
Negative,2324496455,XXamy90XX,really needs to pack 4 tmoro havent got a clue wot to take it gonna take me all day 
Positive,1687935853,dettiii,"4 days...  May 8th (LLL) Budapest, Campona, HSM the ice tour ;)"
Negative,2191443445,MsLOvelyWatson,GOod Mornn Mah Twitt. Fam UGH I Kan Honestly Say That I Dont Wanna Go Tah SkOol Today; I Just Wanna Go Bacc In Mah Bed  Why Meh
Negative,1932373507,JessicaGottlieb,"@ScottAllen so, yeah, the answer is that it does make me bad... "
Positive,1573858656,Simo_C,@cabert17 cheer up! tomorrow you'll be at home 
Positive,2067180002,markdavidson,@GoldstoneNS87 The latest version of Tweetie also adds some new features and is a much better app. 
Negative,2054860004,itzelmb,I'm sleepy on the saturday and wondering what happened to that Air France flight. Not good for my fear of flying. 
Positive,1972542613,amberella_esq,@tfooks I am moving to a place closer to my job.  I haven't picked a floor plan yet but I already put a deposit down.  
Positive,2070346252,amykloh,cmmooooon magic! go dwight 
Negative,2236954487,shep,@h0bbel flickr photo currently unavailable 
Positive,2049821806,baovo,@trent_reznor truly amazing series of tweets just now. 
Negative,2013550123,jacdo,@dangsdunks you are selfish today. 
Positive,2190882441,Rebeccaaa_x,"currently at school, but music teacher isnt in  sitting in cafeteria with laura and claire  x"
Negative,2051565257,tarynromanowich,@kellycdb hell no. I don't know how to use my mac at the best of times. Now I'm in trouble. 
Positive,2051545669,branden3112,My knee is feeling a bit better which is good. 
Positive,1693209080,reevsaj,is going to wear the Eau De FCUK tomorrow. 
Negative,2202973550,UniquelyRC,badd headache 
Negative,2187020586,mzkatii,losing all power in my house for five hours when i have a shitload of work to do = &gt; 
Positive,1696086887,JAM1955,Just had some 100 calorie Shortbread cookies and a handful of popcorn for breakfast. Think that that will give me some energy 
Positive,2017265047,kirkschmidt,@JonoMLA We're just tired this morning 
Positive,2192357024,kenashimame,@pinkelephantpun I see I can stop looking for the pod. 
Negative,1967619110,katieltetzloff,Idk what im gonna do nxt year w/out amanda and alexis... 
Positive,2064016601,MarkHoppusFans,Hey blink-â â§â¡ fans  Follow if your a fan of Mark Hoppus. Sims 3
Negative,1833814406,clareday,im taking my flu riddled body to the couch. Poor me 
Negative,2323915215,prettypunk,@Jzkidxoxo I can't!  I got something on! SIANNNNNN 
Negative,2180547851,the_shopaholic,"interview went gud, just not sure the job is rite 4 me "
Positive,1558479534,LilyRose74,@KiwiMonkey not alot *iz embarrassed * tis when the new XMen film comes out 
Positive,2177351688,NeenNeen,Good morning everyone 
Positive,1557512003,Magotti,"damn this set is awesome for morning, okay clock is 2:30 pm  but just woke up like 30 mins ago  it's beautiful day ouside  #asot400"
Negative,2288052366,Memee14,I Feel Lonely... 
Positive,1972330013,oxdeadonarrival,going to see @nicksantino tonight! wicked excited 
Positive,2014430914,chewuaka,@anscari ho tens molt facil... portatil i platja!!! no dic res mes! 
Negative,1832867942,writetoremember,i love weekends like this one when i got to hang out with all my best friends. minus the ones who live out of town. 
Negative,2195387398,andreeaparaschi,za beast hates me 
Negative,2221310930,shinyii,@vievian thanks babe. but you din't even sing me a birthday song. 
Positive,1880287492,piemandan,RLFans Pre-game pubs: Dean Richmond: See you pies outside red lion tonight for some banter  http://tinyurl.com/rdu7vc
Negative,2060187796,Quingyar,"Ugh, nap fail. Red bull now. That's three in three days  going cold turkey for at least two days..."
Negative,1677843778,DunoxBliss,@DonnaD2009  it raining well light shower or two 
Negative,2201061159,etchyryan,I can't believe what i just saw. I'm completely.. Crushed? Heartbroken? Shocked? Idk the word. I'm crawling back in bed. 
Negative,2185858278,jsermo,I think I might actually do school work 2nite 
Positive,2178789467,CeciBea,Only person awake in the house &amp; incredibly hyper. I ran in place for 3 minutes &amp; the jumped into a room cleaning frenzy.   WHOOO
Negative,2012478646,pouletforsale,@shannieGOCRAZY ahhhh  well what time are you getting apps? i want one too!
Negative,2202767011,samlucaslove,@janiscudilla Janis I seriously need motivation 
Positive,1975503198,dan_low,Off to paradise - sleep! 
Positive,1794188965,DigitalFur,"is debating a pizza lunch, for getting so much done yesterday "
Positive,2184483845,cwatkins94,"Love all of those subjects, with the exception of maths, but I'll be okay. Don't worry about dear old me  x Night tweers (peers!! Get it?)"
Negative,2299027310,omgrubie,"ahhhh, so today was okayyy, didnt get to see my boyfrienddd "
Negative,1991530206,Lora724,Is headed home from the lake 
Negative,1979112144,Jezzy14,@zoeelouise18 awwwwww no  where abouts in Australia do you live?
Positive,1882250037,Jo_and_Alfie,"@carolinechamber Oh I think I'd still go paddling, used to swim in the sea all the time as a teenager, not died yet... "
Positive,2000366330,alexandraduggan,"@dmoneymania you are, when I say most I mean the people I think are worth remembering. "
Positive,1881440424,FuNk_WiTTer,@justice911 Mr Justice? I'm back??? Where you been? 
Negative,1957434742,raveninorbit,"@overshootTV Thx! Old computer here, too slow for both Kubuntu and Blender really. "
Positive,1835923788,FBerry93,@Gemma__x3 I am good to going out for a while getting mom from work  speak later  byee
Negative,2063474670,Maartendub,why is my internet so freaking slow! 
Negative,2178388019,karlijnnw,"home from school, now doing some work.. "
Negative,1835559790,braided,I'm feeling kind of blue because I didn't receive my SAT question of the day today. 
Negative,1836290925,abigail5986,sad that the celtics lost last night  but at least I had good wine while I was watching their demise...
Positive,1555699823,PaulaFarris,@Homeschool_Mom Hello! And thanks! Isn't SBI wonderful? I wish I had invested in it 10 years ago. Or was it even around then? 
Positive,2183771542,aruhea,love my new goose down quilt!  #fb
Positive,1881643013,titoburito,ITS FRIDAY enjoying the first no revision day 
Positive,2052939847,geoffreydorne,"@pinkbOnO wow, bah fÃ©licitations alors "
Positive,2190911544,lecraic,Loving these Celebrities upside down photoshoppings  http://bit.ly/pv9G0
Negative,1998923794,kayrissaaa,Okay scratch that. I'm effing BALLING!   Muhhh
Negative,2327481274,doshtate,and I can't get it to open 
Negative,2325714141,l8rmimo,"Fixed my camera problem, they were on the SD card as hidden files! Why did that happen? "
Negative,1961650044,anandbatra,"@thecomicproject It's sunny and hot in London today, while I sit in office cranking spreadsheets "
Negative,1995799710,momof2brats,"@TheEllenShow  Why oh why do you have Paris Hilton on your show? I have to turn the channel today, and I'm sad about it "
Negative,2188004595,bridgetbean79,@shannakate me either but we have to split up for some of it 
Positive,1880681704,jonathantweed,@ryangadams Hadn't thought of that one. London: six ways to do every journey and they all take the same length of time 
Negative,2244619546,ValerieLeads,@calebftsk http://twitpic.com/7tzrg - Hahah.for a second I believed you and went aw..I expected a bald Caleb.  hahahah.
Negative,2284231668,patrick258,goinÂ´to bed... have to get up @ 5.30 am 
Positive,1879997177,kaedron,@travelmonkee Thanks very much mate 
Negative,1932739183,aprilke,ill  anyone else know mouth ulcers could live in your throat?
Negative,2175539351,taufiqz,Gotta clean up my room and do homework now 
Positive,2192959928,Bexlet,@StefansBelle yeah! A little too well! She really enjoyed it 
Positive,1986175724,acvargas3,Watching UP with john &amp; brian 
Positive,1957274380,ryankanno,"@abaggy I noeeees.  Insulting!  I mean, I look like a kid, but cmon now. "
Negative,1965417719,emunderpants,Feels really bad for @crimescenevegas with his epic toothache. Wish there was more I could do than putting a pig in the microwave 
Positive,1932378653,dashneal,"Dad stuff . . . hanging lamps, picture frames, art, etc. for my lovely daughters.  "
Positive,1883118420,P0150N0U5F15H,@Abcmsaj Or Cyanide and happiness 
Negative,2001037581,MollyWilson25,I have PE first lesson today  matbe someone else could swap with me :p
Positive,1468268377,EduCat0R,Funny kid gives the evil look - Pretty damn funny  http://www.youtube.com/watch?v=o_U7TXqwCJc
